per,mes,orden,hogar,p3271,p6040,p6050,p6083,p3042,inglabo,rama2d_r4
2024,12,1,1,1,43,1,2,3.0,1098000.0,1.0
2024,12,2,1,2,62,2,3,8.0,1349000.0,94.0
2024,12,1,1,2,27,1,2,8.0,2409000.0,87.0
2024,12,1,1,2,42,1,2,11.0,3818000.0,42.0
2024,12,1,1,1,67,1,2,1.0,1025000.0,45.0
2024,12,1,1,1,50,1,2,5.0,1420000.0,1.0
2024,12,1,1,1,50,1,2,3.0,704000.0,47.0
2024,12,2,1,1,49,2,2,5.0,1030000.0,49.0
2024,12,2,1,1,39,2,2,8.0,1748000.0,47.0
2024,12,1,1,1,61,1,3,8.0,2831000.0,45.0
2024,12,2,1,1,62,2,3,3.0,796000.0,49.0
2024,12,2,1,2,32,3,1,5.0,952000.0,61.0
2024,12,3,1,1,27,3,1,10.0,7166000.0,86.0
2024,12,2,1,2,35,2,3,8.0,1167000.0,46.0
2024,12,3,1,1,19,3,1,5.0,1498000.0,86.0
2024,12,1,1,1,49,1,3,10.0,14429000.0,42.0
2024,12,1,1,2,38,1,2,8.0,1342000.0,47.0
2024,12,2,1,2,55,2,3,5.0,100000.0,47.0
2024,12,2,1,2,48,3,1,10.0,890000.0,47.0
2024,12,1,1,1,46,1,2,11.0,6739000.0,86.0
2024,12,1,1,1,37,1,2,10.0,2712000.0,46.0
2024,12,1,1,2,52,1,3,5.0,0.0,47.0
2024,12,1,1,1,25,1,2,3.0,1159000.0,1.0
2024,12,2,1,2,19,3,1,5.0,1268000.0,47.0
2024,12,2,1,2,80,2,3,1.0,175000.0,15.0
2024,12,2,1,2,41,2,2,3.0,1129000.0,68.0
2024,12,3,1,2,23,3,1,5.0,155000.0,96.0
2024,12,4,1,2,28,3,1,10.0,2724000.0,84.0
2024,12,1,1,2,60,1,2,5.0,100000.0,10.0
2024,12,1,1,2,70,1,2,3.0,563000.0,81.0
2024,12,1,1,1,22,1,3,5.0,258000.0,56.0
2024,12,2,1,2,47,2,2,5.0,1143000.0,84.0
2024,12,1,1,1,29,1,1,5.0,2119000.0,86.0
2024,12,1,1,2,63,1,3,5.0,1293000.0,97.0
2024,12,1,1,1,40,1,2,11.0,11199000.0,86.0
2024,12,1,1,1,57,1,3,5.0,1546000.0,47.0
2024,12,1,1,1,36,1,2,9.0,2009000.0,49.0
2024,12,1,1,2,40,1,2,4.0,1141000.0,97.0
2024,12,4,1,2,36,6,3,9.0,1442000.0,47.0
2024,12,2,1,1,30,13,2,9.0,2830000.0,31.0
2024,12,1,1,1,61,1,3,5.0,1772000.0,79.0
2024,12,1,1,1,61,1,3,9.0,3659000.0,41.0
2024,12,2,1,1,24,2,2,8.0,1774000.0,42.0
2024,12,2,1,1,45,3,1,3.0,508000.0,1.0
2024,12,1,1,1,38,1,3,10.0,2282000.0,64.0
2024,12,2,1,2,48,2,2,10.0,3405000.0,70.0
2024,12,1,1,1,71,1,3,5.0,100000.0,47.0
2024,12,2,1,2,54,2,3,1.0,680000.0,56.0
2024,12,1,1,1,32,1,2,6.0,1871000.0,84.0
2024,12,2,1,2,38,2,2,5.0,1202000.0,22.0
